economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
India,IND,137287207,0.616302493,1,28,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,3,1,4,3,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,196765461,0.21743007,2,26,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,3,1,1,2,2,1,3,,,,,2,,,2,2,2,,,,1,2,,1,2,2,2,2,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,1,3,4,5,2,,1,0,4,3,4,4,4,5,1,2,0,0
India,IND,165510003,0.501734979,1,25,2,1,2,1,1,1,0,1,1,2,,,2,2,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,2,2,0,0
India,IND,162948225,1.060527962,1,17,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,0,4,4,4,4,3,5,1,2,0,0
India,IND,120693056,0.715185616,2,50,1,2,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,2,2,4,2,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,132106955,1.548967627,2,24,1,5,2,2,1,1,0,2,2,1,1,2,2,1,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,2,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,1,2,,0,0,4,4,4,4,4,1,1,1,1,0
India,IND,176553642,1.267159208,1,60,1,3,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,1,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,7,,,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,1,5,1,2,0,0
India,IND,120533924,1.000236171,1,35,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,1,1,,1,2,2,2,2,2,1,1,2,,,,1,2,2,1,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,3,2,2,2,0,0
India,IND,181580784,0.30642038,1,43,2,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,1,1,2,1,2,2,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,3,5,2,2,0,0
India,IND,190456012,2.416926705,2,60,1,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,1,1,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,2,1,1,1,1,3,1,,0,1,4,4,4,3,4,5,1,2,0,0
India,IND,147231724,0.344535978,1,19,2,1,2,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,1,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,4,1,,0,1,4,4,4,4,2,5,1,2,0,0
India,IND,158567090,0.69673344,2,32,3,4,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,2,,1,,,,,,1,1,,,,,,,,,,1,1,1,2,1,2,,1,1,1,2,2,,2,2,2,2,2,1,2,,3,2,1,2,,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,0,1,4,4,4,4,1,5,1,1,1,1
India,IND,165748329,0.92187503,1,40,1,2,2,1,1,1,0,1,2,2,,,2,1,2,,,,2,,2,1,2,1,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,208632157,0.338710524,2,45,2,2,1,1,1,1,0,1,1,1,2,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,4,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,4,2,,1,0,4,3,4,4,1,5,1,2,1,0
India,IND,119209556,0.925534472,2,42,3,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,2,1,1,2,,,,,,,1,,,,,,,,,,,,,,2,2,,1,1,1,3,2,,1,1,,1,2,2,2,2,8,,,2,,,,2,,,,1,1,1,2,,,1,1,1,1,,,2,1,1,1,1,,,2,,,,,,3,3,3,3,,2,,1,0,1,1,1,4,1,5,1,1,1,1
India,IND,169150811,1.143847638,2,48,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
India,IND,200874379,1.19281498,2,19,2,5,2,2,1,1,1,2,2,1,1,1,1,1,2,,,,1,2,2,,,,,,,1,,,,,,,,,,1,1,2,2,1,1,,1,1,1,2,1,,2,2,2,2,2,2,1,,3,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,1,5,1,1,1,1
India,IND,155160456,0.937441848,1,35,1,2,2,1,1,1,0,1,2,2,,,2,1,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,1,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,2,1,0
India,IND,158972000,1.528325449,1,42,1,3,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,1,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,5,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,129439446,0.919772527,1,45,1,3,1,2,1,1,0,2,1,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,9,,,2,,,,2,,,,1,1,2,1,,,2,,,,,,,1,1,2,2,2,1,2,,,,,,1,1,1,1,4,1,,0,1,4,1,1,4,1,5,1,1,1,0
India,IND,129508251,1.557184529,2,30,1,4,1,2,1,1,0,2,2,1,1,2,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,1,,2,2,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,4,1,2,1,0
India,IND,182973631,0.775686434,2,48,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,3,2,1,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,3,3,3,3,,3,,0,0,4,3,4,4,4,5,1,2,0,0
India,IND,117832538,2.416926705,1,20,1,2,1,2,1,1,0,2,1,2,,,2,2,3,,,,2,,2,2,2,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,3,1,4,2,,,,2,,,,1,2,1,1,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,3,1,1,1,3,1,,1,0,3,4,4,4,1,5,1,1,0,0
India,IND,154005382,0.896494537,1,25,1,1,2,1,1,1,0,2,2,2,,,2,2,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,151869516,1.19281498,2,20,3,4,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,2,2,1,1,1,,1,1,2,,,,2,1,2,2,2,2,1,,4,1,1,2,,,,1,2,2,2,2,,,,,,1,2,2,1,,,2,1,2,2,2,2,1,2,,,,,,1,2,1,1,4,1,,1,1,1,1,4,4,4,4,1,1,1,1
India,IND,205775557,1.376545388,2,26,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,1,1,2,1,1,1,,2,2,1,2,1,,2,2,2,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,4,2,,0,0,4,4,4,4,4,5,1,1,1,1
India,IND,189385478,1.617264633,2,18,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,178440385,0.21743007,1,36,2,1,1,1,1,1,1,2,1,1,2,,1,1,2,,,,2,,1,,,,,,1,1,,,,,,,,,,2,2,2,2,2,,,2,2,2,,,,2,2,2,2,2,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,2,1,1,1,2,1,,0,1,4,4,1,4,4,5,1,2,1,0
India,IND,150834968,0.758168551,1,45,1,4,2,2,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,3,3,3,3,,2,,0,0,4,1,4,4,4,5,2,2,1,0
India,IND,207853562,0.41814209,1,45,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,152377920,1.023765722,1,45,1,3,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,192514794,2.416926705,1,16,1,1,1,2,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
India,IND,166889442,1.718913881,1,52,1,5,1,1,1,1,0,1,2,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,209151554,0.783049476,2,17,2,5,2,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,2,1,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,125277018,1.099457892,2,25,1,2,1,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,2,1,3,1,,0,0,4,3,4,4,4,5,2,2,0,0
India,IND,168889119,1.429052244,2,45,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,174624612,1.429136709,2,55,1,1,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,130393640,0.836570436,2,22,1,5,2,2,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,3,2,2,,,,2,,,,1,2,1,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,1,1,1,3,1,,0,1,1,4,4,4,1,5,1,2,1,0
India,IND,161561951,0.844772805,1,55,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,3,,,,2,,,,,,2,,,,,,,2,2,,,,,3,,,,,,1,1,1,1,1,3,,0,1,4,4,4,5,4,6,1,2,0,0
India,IND,146168127,2.416926705,1,35,2,3,2,2,1,1,0,2,1,2,,,2,2,2,,,,2,,2,2,1,2,1,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,3,3,3,3,,2,,0,0,4,3,4,4,4,5,1,2,0,0
India,IND,202609332,0.903887136,1,43,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,155300281,0.920091501,1,60,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,1,1,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,4,4,4,4,3,5,1,2,0,0
India,IND,185977854,1.68954561,1,58,1,1,2,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,2,1,1,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,0,0,4,4,4,4,2,5,2,2,0,0
India,IND,160731422,0.971163176,2,29,1,3,1,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,1,4,4,5,1,1,1,0
India,IND,186074244,1.894345874,1,34,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,2,,3,2,2,1,2,1,2,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,2,2,1,4,1,,0,0,4,4,4,2,2,3,1,1,0,0
India,IND,191605169,1.074404255,1,45,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,4,1,1,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,189397933,1.042127417,1,25,1,2,2,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,1,1,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,205681770,0.858730812,1,50,1,2,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,1,1,2,,,2,2,1,1,2,,,2,,,,,,1,1,1,1,1,1,,1,0,1,4,1,4,4,5,1,2,1,0
India,IND,121453710,1.028733367,2,30,3,4,2,2,1,1,0,1,2,1,2,,1,1,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,1,1,,2,1,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,3,5,1,1,1,1
India,IND,186837103,1.209208112,2,37,1,3,1,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,2,3,,0,1,4,4,4,4,3,5,1,2,0,0
India,IND,115341474,1.176576314,2,60,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,147944168,0.321674959,2,55,2,4,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,173247309,0.764162725,1,42,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,131463124,1.294908086,2,46,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2,,,,2,,1,,,,,,1,1,,,,,,,,,,2,1,2,1,1,1,,2,1,2,,,,1,1,1,2,1,2,2,,2,2,2,1,1,,,1,1,,,1,1,1,1,,,1,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,1,3,2,4,1,,1,1,1,4,4,4,1,1,1,1,1,1
India,IND,131794421,1.15857209,1,36,1,4,1,2,1,1,0,1,1,1,2,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,1,4,4,4,2,5,1,1,1,0
India,IND,162429716,0.21743007,1,22,3,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,2,1,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,3,4,4,4,4,5,1,2,0,0
India,IND,124925959,0.254469894,2,25,3,4,1,1,1,1,0,2,1,1,1,2,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,3,2,,0,0,4,4,4,4,4,5,1,1,1,0
India,IND,161997847,0.614002815,2,38,1,4,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,2,2,3,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,1,2,4,,0,1,2,4,4,4,4,6,1,2,0,0
India,IND,111539643,1.026885156,1,55,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,1,3,,0,0,4,4,4,4,2,5,1,2,0,0
India,IND,142382059,1.215153804,2,22,3,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,3,,1,0,4,4,4,4,4,5,1,1,0,0
India,IND,118951465,0.21743007,1,22,2,4,2,1,1,1,0,2,1,2,,,2,1,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,205583515,2.196233143,2,34,1,1,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,2,,,3,3,3,3,,1,,0,0,4,4,4,1,4,5,1,2,1,0
India,IND,204220837,1.473987928,2,40,1,4,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,0,4,4,4,4,4,5,1,2,0,0
India,IND,153839929,0.79855283,1,54,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,201497114,1.265241691,2,60,1,3,1,1,1,1,0,1,1,1,2,,1,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,2,2,1,,2,,,,,,1,1,1,1,1,1,,1,0,4,2,2,4,4,5,2,2,1,0
India,IND,186201697,1.173353134,2,43,2,5,1,1,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,1,,,1,2,2,1,4,1,,0,1,4,4,4,1,4,5,1,1,1,0
India,IND,198597460,0.630064999,1,45,2,3,2,2,1,1,0,2,2,1,1,2,2,2,1,1,2,1,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,1,5,1,2,1,0
India,IND,170509104,0.74555968,2,45,1,5,2,2,1,1,0,1,1,1,1,1,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,1,1,2,,,2,,,,,,3,3,3,4,,2,,0,0,4,4,1,4,1,5,1,2,1,1
India,IND,200833672,0.38170484,2,28,3,1,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,1,1,2,2,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,1,2,1,,4,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,2,,1,1,4,4,4,4,4,5,1,1,0,0
